"Image_FileName_RawBF","Image_PathName_RawBF","Metadata_Date","Metadata_Experiment","Metadata_Plate","Metadata_Magnification","Metadata_Well","Image_PathName_wellmask_98.png","Image_FileName_wellmask_98.png"
"20200206-toxin02A-08-2X_H09.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","08","2X","H09","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-08-2X_H10.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","08","2X","H10","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-08-2X_H11.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","08","2X","H11","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-08-2X_H12.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","08","2X","H12","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_A01.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","A01","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_A02.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","A02","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_A03.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","A03","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_A04.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","A04","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_A05.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","A05","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_A06.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","A06","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_A07.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","A07","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_A08.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","A08","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_A09.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","A09","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_A10.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","A10","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_A11.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","A11","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_A12.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","A12","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_B01.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","B01","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_B02.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","B02","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_B03.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","B03","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_B04.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","B04","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_B05.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","B05","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_B06.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","B06","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_B07.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","B07","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_B08.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","B08","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_B09.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","B09","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_B10.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","B10","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_B11.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","B11","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_B12.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","B12","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_C01.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","C01","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_C02.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","C02","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_C03.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","C03","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_C04.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","C04","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_C05.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","C05","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_C06.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","C06","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_C07.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","C07","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_C08.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","C08","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_C09.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","C09","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_C10.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","C10","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_C11.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","C11","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_C12.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","C12","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_D01.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","D01","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_D02.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","D02","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_D03.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","D03","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_D04.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","D04","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_D05.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","D05","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_D06.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","D06","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_D07.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","D07","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_D08.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","D08","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_D09.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","D09","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_D10.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","D10","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_D11.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","D11","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_D12.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","D12","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_E01.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","E01","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_E02.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","E02","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_E03.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","E03","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_E04.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","E04","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_E05.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","E05","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_E06.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","E06","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_E07.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","E07","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_E08.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","E08","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_E09.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","E09","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_E10.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","E10","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_E11.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","E11","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_E12.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","E12","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_F01.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","F01","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_F02.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","F02","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_F03.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","F03","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_F04.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","F04","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_F05.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","F05","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_F06.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","F06","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_F07.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","F07","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_F08.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","F08","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_F09.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","F09","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_F10.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","F10","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_F11.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","F11","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_F12.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","F12","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_G01.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","G01","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_G02.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","G02","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_G03.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","G03","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_G04.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","G04","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_G05.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","G05","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_G06.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","G06","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_G07.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","G07","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_G08.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","G08","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_G09.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","G09","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_G10.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","G10","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_G11.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","G11","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_G12.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","G12","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_H01.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","H01","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_H02.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","H02","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_H03.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","H03","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_H04.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","H04","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_H05.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","H05","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_H06.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","H06","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_H07.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","H07","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_H08.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","H08","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_H09.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","H09","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_H10.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","H10","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_H11.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","H11","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-09-2X_H12.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","09","2X","H12","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_A01.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","A01","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_A02.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","A02","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_A03.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","A03","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_A04.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","A04","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_A05.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","A05","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_A06.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","A06","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_B01.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","B01","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_B02.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","B02","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_B03.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","B03","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_B04.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","B04","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_B05.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","B05","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_B06.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","B06","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_C01.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","C01","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_C02.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","C02","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_C03.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","C03","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_C04.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","C04","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_C05.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","C05","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_C06.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","C06","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_D01.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","D01","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_D02.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","D02","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_D03.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","D03","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_D04.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","D04","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_D05.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","D05","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_D06.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","D06","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_E01.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","E01","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_E02.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","E02","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_E03.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","E03","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"20200206-toxin02A-10-2X_E04.TIF","/projects/b1059/software/CellProfiler/projects/20200206_toxin02/raw_images","20200206","toxin02A","10","2X","E04","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
